natheal,nathealy,health,race,relig,sex,income,year,wtssps,wtssall,wtssnr
1,NA,NA,1,2,1,NA,2002,0.7504166165768277,1.1156,NA
NA,2,2,1,1,1,12,2002,0.5925525053294887,0.5578,NA
NA,1,NA,1,1,2,11,2002,1.0363371980374583,1.1156,NA
2,NA,2,1,4,1,9,2002,1.4249712057226454,1.1156,NA
3,NA,NA,1,2,1,12,2002,0.8566380106087026,1.1156,NA
1,NA,2,1,1,2,9,2002,0.3905575180320939,0.5578,NA
NA,1,NA,1,2,2,12,2002,0.4200261916677247,0.5578,NA
1,NA,2,1,1,1,10,2002,0.449400873519135,0.5578,NA
NA,1,2,1,2,2,10,2002,0.5884716602541695,1.1156,NA
1,NA,2,1,2,1,12,2002,0.45425755134827556,0.5578,NA
NA,1,NA,1,2,2,7,2002,0.3905575180320939,0.5578,NA
1,NA,4,2,6,2,4,2002,0.45250072496665655,0.5578,NA
NA,1,3,1,4,1,10,2002,0.4783910222078456,0.5578,NA
NA,1,2,1,1,2,12,2002,0.750263909291514,1.1156,NA
1,NA,NA,1,2,1,NA,2002,2.527969018036684,1.1156,NA
NA,1,NA,1,2,1,12,2002,2.526550004618803,1.6734,NA
1,NA,2,1,4,2,12,2002,0.3905575180320939,0.5578,NA
NA,1,NA,1,2,1,10,2002,0.9967420861480747,1.1156,NA
1,NA,2,1,2,1,9,2002,0.449400873519135,0.5578,NA
NA,1,2,1,2,1,12,2002,2.3989464138983534,1.6734,NA
NA,1,NA,2,1,2,3,2002,0.31566732567249095,0.5578,NA
NA,3,2,2,1,2,2,2002,0.4219560164389474,0.5578,NA
NA,1,3,1,2,1,6,2002,0.449400873519135,0.5578,NA
NA,1,NA,3,1,2,1,2002,0.828996407094751,0.5578,NA
NA,1,2,1,1,1,12,2002,2.416414285221215,1.6734,NA
1,NA,NA,1,1,2,11,2002,1.3621736639457465,1.6734,NA
NA,3,2,1,1,1,NA,2002,1.0047554675214485,1.1156,NA
1,NA,NA,1,1,2,12,2002,1.1273689848078876,1.1156,NA
1,NA,2,3,4,2,12,2002,2.6405949050325828,1.6734,NA
NA,2,2,1,1,2,12,2002,1.0130944474027268,1.1156,NA
3,NA,2,1,1,1,12,2002,1.0521096295930317,1.1156,NA
NA,1,1,1,1,2,12,2002,1.0130944474027268,1.1156,NA
1,NA,2,1,1,1,12,2002,1.0521096295930317,1.1156,NA
NA,1,4,3,11,1,11,2002,2.197824902747664,1.1156,NA
1,NA,2,2,1,2,12,2002,0.5262880290507231,1.1156,NA
NA,2,NA,1,1,2,NA,2002,0.8824680146813102,1.1156,NA
1,NA,2,1,1,2,7,2002,0.4992117376737633,0.5578,NA
NA,1,2,1,1,2,12,2002,0.5754133483385545,0.5578,NA
1,NA,NA,1,2,2,12,2002,0.9424016707338936,1.1156,NA
NA,1,2,1,4,1,11,2002,1.4373693971271366,1.1156,NA
1,NA,2,3,2,2,12,2002,1.990824344279642,1.1156,NA
NA,1,2,1,1,1,12,2002,1.4373693971271366,1.1156,NA
1,NA,2,1,1,1,12,2002,1.08024780043705,1.1156,NA
NA,1,NA,1,1,2,12,2002,0.7433324533453465,1.1156,NA
NA,2,1,1,1,1,12,2002,1.0930678425118803,1.1156,NA
2,NA,2,1,1,1,11,2002,1.7454101573680538,1.1156,NA
NA,1,NA,1,2,2,12,2002,0.8253166604860445,1.1156,NA
1,NA,2,1,2,2,12,2002,1.9396042880970312,1.6734,NA
NA,1,NA,1,4,1,NA,2002,0.9480329626856414,1.1156,NA
1,NA,2,1,1,2,NA,2002,0.4266982096556912,0.5578,NA
2,NA,NA,1,1,2,NA,2002,0.8767441160198053,1.1156,NA
NA,2,2,1,1,1,12,2002,0.9638588233746014,1.1156,NA
1,NA,1,1,4,1,12,2002,0.8632881924379116,1.1156,NA
NA,1,NA,1,1,1,NA,2002,1.8416586212995663,1.1156,NA
NA,1,1,1,1,1,12,2002,1.4457882350619042,1.6734,NA
NA,1,3,1,1,2,8,2002,1.1009034871102341,1.1156,NA
NA,2,1,1,5,1,10,2002,0.49289984044171403,0.5578,NA
NA,1,3,3,2,2,12,2002,1.6608436858714495,1.1156,NA
1,NA,3,1,1,1,8,2002,0.7076800999224506,0.5578,NA
1,NA,1,3,2,2,11,2002,0.7394972833746659,0.5578,NA
NA,1,2,1,2,1,12,2002,1.2547623175000162,1.1156,NA
1,NA,NA,1,2,2,12,2002,1.034650997434312,1.1156,NA
NA,2,2,1,1,2,8,2002,1.0731295050048768,1.1156,NA
1,NA,1,1,2,2,12,2002,2.02155117734958,1.6734,NA
2,NA,NA,1,1,2,3,2002,0.7290696268086536,1.1156,NA
NA,1,2,3,2,2,12,2002,1.5585968060164972,1.1156,NA
NA,2,NA,1,1,2,10,2002,0.6543516478861287,0.5578,NA
1,NA,1,3,4,1,10,2002,1.7862455240712183,1.1156,NA
NA,2,1,3,2,1,10,2002,1.6965450008852088,1.1156,NA
NA,2,2,1,2,2,4,2002,1.082310235965125,1.1156,NA
NA,1,NA,1,2,2,8,2002,0.4545634909863136,0.5578,NA
1,NA,2,3,2,2,12,2002,1.926665874327455,1.1156,NA
NA,1,4,3,2,2,12,2002,3.3061866797042336,2.2311,NA
2,NA,4,1,1,1,4,2002,1.4432244189266192,1.1156,NA
NA,1,NA,3,2,2,12,2002,0.7306015916948126,0.5578,NA
2,NA,2,1,4,2,10,2002,1.8129560943645506,1.1156,NA
NA,3,4,1,2,2,12,2002,2.096924960429705,1.6734,NA
1,NA,2,1,1,2,12,2002,1.2100682244773389,1.1156,NA
NA,1,1,1,1,2,12,2002,1.1654890095011672,1.1156,NA
2,NA,2,1,1,1,12,2002,0.5398540415041598,0.5578,NA
NA,1,2,1,2,2,12,2002,0.9118983970508485,1.1156,NA
2,NA,2,1,1,1,12,2002,1.442163666323317,1.1156,NA
2,NA,1,1,1,1,12,2002,1.2466987546334634,1.1156,NA
NA,1,1,1,1,1,12,2002,0.8819869298668449,1.1156,NA
1,NA,1,1,1,2,12,2002,1.0859984036544663,1.1156,NA
NA,1,3,1,2,2,9,2002,0.449346440048851,0.5578,NA
1,NA,NA,1,2,1,8,2002,0.649597942862428,0.5578,NA
NA,1,4,1,1,1,11,2002,0.4859673458771599,0.5578,NA
1,NA,1,1,1,2,5,2002,0.600646371746286,0.5578,NA
2,NA,NA,1,1,2,9,2002,0.449346440048851,0.5578,NA
NA,1,2,1,2,1,12,2002,1.2937933403647721,1.1156,NA
1,NA,1,1,1,2,12,2002,0.4712761090681204,0.5578,NA
1,NA,NA,1,2,1,12,2002,0.5096842424616762,0.5578,NA
1,NA,1,1,2,2,12,2002,1.2100682244773389,1.1156,NA
1,NA,2,1,2,2,12,2002,0.839433664075271,1.1156,NA
1,NA,3,1,2,1,9,2002,0.49121919778373485,0.5578,NA
NA,3,NA,1,4,1,NA,2002,1.440766244301982,1.1156,NA
NA,1,1,1,4,2,NA,2002,0.4223360737244904,0.5578,NA
1,NA,NA,1,1,1,8,2002,0.4859673458771599,0.5578,NA
2,NA,2,1,1,1,12,2002,0.8456550976642013,1.6734,NA
NA,1,NA,1,2,1,12,2002,1.5209091146223037,1.6734,NA
1,NA,2,1,1,2,11,2002,0.4859923201794828,0.5578,NA
NA,1,2,1,4,2,9,2002,0.480796351241723,0.5578,NA
2,NA,NA,1,1,1,12,2002,1.1340994602492118,1.1156,NA
1,NA,2,1,4,1,8,2002,0.564131819386521,1.1156,NA
2,NA,NA,1,2,1,12,2002,1.407415719003862,1.1156,NA
NA,1,1,1,4,2,10,2002,0.4859923201794828,0.5578,NA
2,NA,1,1,1,2,12,2002,2.521214024784932,2.7889,NA
2,NA,NA,1,1,2,12,2002,0.9173006774242515,1.1156,NA
NA,2,1,1,1,2,12,2002,0.8720781174231355,1.1156,NA
1,NA,1,1,1,1,12,2002,1.1217885195273187,1.1156,NA
NA,1,NA,1,4,2,12,2002,0.878451028191016,1.1156,NA
NA,1,NA,1,1,2,12,2002,0.4682482747445489,0.5578,NA
1,NA,2,1,1,1,12,2002,0.966147093730313,1.1156,NA
NA,1,3,1,4,2,4,2002,0.44763126258589264,0.5578,NA
1,NA,2,3,2,2,12,2002,2.0663682394510636,1.1156,NA
1,NA,NA,1,1,2,3,2002,0.5983536750022889,0.5578,NA
NA,1,3,1,1,2,3,2002,0.480796351241723,0.5578,NA
2,NA,1,3,2,2,12,2002,2.4388926870157355,1.6734,NA
1,NA,NA,1,2,2,12,2002,0.4739495931225843,0.5578,NA
NA,1,4,1,4,1,8,2002,0.48284512393195883,0.5578,NA
NA,2,NA,2,11,1,11,2002,0.39501032502830813,0.5578,NA
1,NA,2,1,4,1,12,2002,0.5255997976274835,0.5578,NA
NA,1,2,1,4,2,12,2002,1.2632110630965812,1.1156,NA
NA,1,2,1,1,2,12,2002,0.6426858169629621,0.5578,NA
NA,1,NA,1,13,2,12,2002,1.1807077582925078,1.1156,NA
NA,3,2,1,1,2,12,2002,1.2632110630965812,1.1156,NA
NA,1,NA,1,5,1,10,2002,2.631533785462506,2.2311,NA
1,NA,2,1,4,2,12,2002,0.6521704827698697,1.1156,NA
NA,1,1,1,2,2,12,2002,0.8832941264496129,1.1156,NA
NA,2,2,1,1,1,9,2002,0.48284512393195883,0.5578,NA
1,NA,2,3,2,1,12,2002,2.2100434758476633,1.1156,NA
1,NA,2,1,4,2,12,2002,1.2845865779030743,1.6734,NA
NA,1,1,3,12,1,12,2002,2.1752759996168263,1.1156,NA
1,NA,NA,1,13,2,12,2002,1.3269381473419701,1.1156,NA
NA,2,1,1,4,1,10,2002,1.0860598776933927,1.1156,NA
2,NA,1,1,1,2,12,2002,0.3973351176958031,0.5578,NA
1,NA,2,1,2,2,12,2002,0.7391774890443967,1.1156,NA
NA,1,NA,1,2,1,12,2002,0.4621405792893799,0.5578,NA
1,NA,1,1,2,1,12,2002,0.8930088568508532,1.1156,NA
NA,1,2,1,2,2,12,2002,1.2201680961299581,1.1156,NA
2,NA,NA,1,2,2,3,2002,3.2170957765481547,2.2311,NA
NA,1,1,1,4,2,12,2002,0.8355632949805787,1.1156,NA
1,NA,2,1,4,2,NA,2002,0.8342640665882082,1.6734,NA
NA,1,2,1,2,2,12,2002,0.3925554237333447,0.5578,NA
NA,2,NA,1,2,2,6,2002,0.42274655600333794,0.5578,NA
2,NA,2,1,4,1,12,2002,0.6322559227210258,0.5578,NA
2,NA,1,1,4,2,12,2002,0.6424926279771683,0.5578,NA
NA,1,NA,3,2,1,12,2002,1.5048738642037685,1.1156,NA
NA,1,1,1,4,1,12,2002,0.8508552212724538,1.1156,NA
1,NA,1,1,2,2,12,2002,1.0545047852301586,1.1156,NA
1,NA,NA,1,1,1,12,2002,1.2374889005235308,1.1156,NA
1,NA,3,1,1,2,8,2002,1.3557777175270291,1.1156,NA
1,NA,2,1,2,1,NA,2002,0.42566222224063527,0.5578,NA
1,NA,NA,1,2,1,5,2002,0.57440774439903,0.5578,NA
NA,1,3,1,1,2,8,2002,0.5650900116267487,0.5578,NA
1,NA,3,1,2,2,7,2002,0.42274655600333794,0.5578,NA
1,NA,2,1,2,1,12,2002,0.6111438049939593,0.5578,NA
1,NA,4,1,1,2,NA,2002,0.9329711754023867,1.1156,NA
1,NA,NA,1,1,2,9,2002,3.1162192759894736,2.2311,NA
NA,1,1,1,1,2,12,2002,1.211646468024058,1.1156,NA
3,NA,2,1,1,1,12,2002,1.5403839868279983,1.1156,NA
NA,3,NA,1,1,2,12,2002,0.5560453544912904,0.5578,NA
NA,1,1,1,1,2,12,2002,1.0247088452136561,1.1156,NA
1,NA,1,2,1,2,10,2002,0.7894717701832379,1.1156,NA
1,NA,NA,1,1,1,9,2002,0.7856213548507316,0.5578,NA
NA,1,3,2,1,1,NA,2002,0.4953542349260309,0.5578,NA
1,NA,1,1,4,1,12,2002,0.5457536277443474,0.5578,NA
NA,2,NA,2,1,2,NA,2002,0.5927202320171076,0.5578,NA
1,NA,1,1,1,2,12,2002,0.8961438121142273,1.1156,NA
1,NA,NA,1,2,2,12,2002,0.923932409079774,1.1156,NA
NA,3,2,1,1,2,11,2002,0.9811962296096675,1.1156,NA
1,NA,3,1,1,2,3,2002,0.6763114560367361,0.5578,NA
NA,1,NA,2,NA,2,NA,2002,0.4482088653154705,0.5578,NA
1,NA,1,2,1,1,12,2002,0.8800901959639021,1.1156,NA
NA,1,3,2,1,2,12,2002,1.8506741534665583,2.2311,NA
NA,NA,NA,2,1,2,6,2002,0.5927202320171076,0.5578,NA
NA,1,3,1,1,1,7,2002,0.8226568937765476,0.5578,NA
NA,1,2,2,1,2,12,2002,0.8848120072527641,1.1156,NA
NA,1,NA,2,1,2,NA,2002,0.6933574283459546,1.1156,NA
NA,1,2,1,1,1,11,2002,1.2783073999095598,1.1156,NA
2,NA,NA,1,1,2,12,2002,0.549310863147954,0.5578,NA
NA,1,NA,1,1,2,12,2002,1.0634068856003889,1.1156,NA
1,NA,NA,1,2,1,12,2002,1.6481794311159703,1.6734,NA
NA,3,NA,1,1,2,12,2002,0.5434379263471487,0.5578,NA
2,NA,1,1,1,2,12,2002,0.5699595871307866,0.5578,NA
NA,1,1,1,1,2,11,2002,0.5434379263471487,0.5578,NA
NA,2,NA,1,4,1,12,2002,0.8218106109454361,1.1156,NA
1,NA,2,1,1,2,NA,2002,1.1038407535877777,1.1156,NA
NA,2,1,1,1,1,12,2002,1.4609383282544268,1.1156,NA
1,NA,NA,1,1,2,12,2002,0.5434379263471487,0.5578,NA
NA,1,1,1,1,2,12,2002,0.7264195053915515,0.5578,NA
2,NA,1,1,1,1,12,2002,0.5723883028097547,0.5578,NA
1,NA,3,1,2,2,7,2002,0.5699595871307866,0.5578,NA
1,NA,1,1,4,2,10,2002,0.4585674608853681,0.5578,NA
NA,1,1,1,1,2,NA,2002,0.9118983970508485,1.1156,NA
NA,2,2,1,2,2,12,2002,0.9335756075979877,1.1156,NA
NA,2,3,1,1,1,NA,2002,1.3642504443471426,1.1156,NA
1,NA,1,1,2,2,NA,2002,1.5772591840263372,1.1156,NA
NA,1,NA,1,1,1,12,2002,1.0787440962394879,1.1156,NA
2,NA,2,1,2,1,12,2002,0.5096842424616762,0.5578,NA
NA,1,1,1,4,2,12,2002,0.808911733606835,1.1156,NA
NA,1,2,1,1,2,12,2002,0.9613643804708714,1.1156,NA
1,NA,1,1,1,2,12,2002,1.503865325950878,1.1156,NA
1,NA,NA,1,2,1,12,2002,1.1340637311522002,1.1156,NA
NA,1,2,1,2,2,NA,2002,0.9850534428656873,1.1156,NA
1,NA,2,1,1,2,11,2002,1.441085402629553,1.1156,NA
1,NA,3,1,1,1,12,2002,1.9555791468526615,1.6734,NA
NA,1,3,1,1,1,12,2002,1.1006520063411347,1.1156,NA
NA,1,4,1,1,1,10,2002,0.7543081713392463,1.1156,NA
1,NA,2,1,1,2,NA,2002,1.2100682244773389,1.1156,NA
1,NA,2,1,2,1,11,2002,1.3233767780860535,1.1156,NA
NA,1,2,1,2,2,11,2002,0.6519132438172616,1.1156,NA
NA,2,NA,1,2,1,12,2002,1.4291123790169336,1.1156,NA
1,NA,4,1,4,2,12,2002,0.9127204579546766,1.1156,NA
NA,1,2,1,1,2,12,2002,0.41725563383431524,0.5578,NA
1,NA,2,1,4,2,9,2002,0.4183507503292553,0.5578,NA
NA,1,NA,1,1,2,8,2002,0.5592140894123595,0.5578,NA
NA,1,3,1,1,1,11,2002,1.0659108270917197,1.1156,NA
1,NA,NA,1,2,2,3,2002,0.600646371746286,0.5578,NA
1,NA,NA,1,1,2,9,2002,0.449346440048851,0.5578,NA
NA,1,NA,1,2,2,9,2002,0.449346440048851,0.5578,NA
NA,1,NA,1,2,2,NA,2002,0.449346440048851,0.5578,NA
NA,1,3,1,1,2,9,2002,0.600646371746286,0.5578,NA
NA,2,NA,1,1,2,9,2002,0.449346440048851,0.5578,NA
1,NA,2,1,1,2,NA,2002,0.449346440048851,0.5578,NA
1,NA,NA,1,1,1,11,2002,0.5398965732579734,0.5578,NA
1,NA,1,2,1,2,12,2002,0.7609429878412544,1.1156,NA
1,NA,NA,1,1,2,9,2002,0.46920395146203137,0.5578,NA
NA,1,1,1,2,1,12,2002,1.9641730199015095,1.1156,NA
2,NA,3,1,1,1,8,2002,2.0420269358904246,1.1156,NA
2,NA,1,1,10,1,12,2002,1.5623557304052955,1.1156,NA
1,NA,NA,2,1,1,12,2002,0.8799771413806912,1.1156,NA
1,NA,2,1,1,1,9,2002,0.5074432078337822,0.5578,NA
1,NA,1,1,2,2,12,2002,1.3337886115216764,1.6734,NA
NA,1,3,1,1,1,12,2002,0.5509757698596752,0.5578,NA
1,NA,NA,1,1,2,12,2002,0.49210273609906224,0.5578,NA
NA,2,2,1,1,1,NA,2002,0.5398965732579734,0.5578,NA
2,NA,NA,2,1,2,12,2002,0.37824042838840627,0.5578,NA
NA,1,3,3,2,2,8,2002,1.418550339495762,1.1156,NA
1,NA,2,2,1,2,NA,2002,1.3063376880641981,1.1156,NA
NA,1,NA,2,1,2,4,2002,1.2062761773342037,1.1156,NA
1,NA,2,1,4,1,9,2002,0.7941115693586047,0.5578,NA
1,NA,NA,1,2,2,10,2002,1.0951561808989891,1.1156,NA
1,NA,2,1,1,1,12,2002,0.729514929141039,0.5578,NA
NA,2,NA,1,1,1,12,2002,1.2074038645869847,1.1156,NA
1,NA,NA,1,1,2,12,2002,1.4925865932926456,1.1156,NA
NA,2,1,1,1,1,12,2002,1.0525825182017603,1.1156,NA
2,NA,3,1,2,2,12,2002,1.1628887840028328,1.1156,NA
1,NA,2,1,1,1,12,2002,1.459720091782081,1.1156,NA
NA,3,1,1,1,1,NA,2002,1.3149502575807581,1.6734,NA
1,NA,NA,1,1,2,9,2002,1.092653460149861,1.1156,NA
NA,1,2,1,1,1,12,2002,1.447567925729462,1.6734,NA
1,NA,2,1,1,1,12,2002,0.5793576140196279,0.5578,NA
NA,2,1,3,4,1,11,2002,2.075613563986317,1.1156,NA
1,NA,1,1,1,1,11,2002,1.0994739010435393,1.1156,NA
NA,1,3,1,1,1,6,2002,0.7383973897861562,0.5578,NA
2,NA,NA,1,1,1,12,2002,0.9625389930500661,1.1156,NA
NA,1,2,1,4,2,12,2002,1.6120041313004188,1.1156,NA
NA,2,NA,1,4,2,12,2002,1.0511137951954324,1.1156,NA
1,NA,2,1,1,1,12,2002,1.4630833442207434,1.1156,NA
NA,1,3,1,1,2,12,2002,1.0057859110468337,1.1156,NA
NA,1,1,1,1,1,12,2002,1.3929571737258544,1.1156,NA
NA,2,2,1,1,1,12,2002,0.5877271147117594,0.5578,NA
2,NA,3,1,1,2,12,2002,1.1978853760380943,1.1156,NA
3,NA,NA,1,1,2,9,2002,0.6745410759653712,0.5578,NA
1,NA,2,1,1,2,12,2002,0.8827631208342696,1.6734,NA
NA,1,NA,1,1,1,12,2002,1.1532828396826442,1.1156,NA
NA,1,2,1,4,1,12,2002,1.2323923195149817,1.1156,NA
1,NA,NA,3,1,2,12,2002,2.175030156899938,1.1156,NA
NA,1,3,3,1,2,9,2002,1.3662215364975694,1.1156,NA
1,NA,1,1,4,2,12,2002,0.4739495931225843,0.5578,NA
NA,1,2,1,4,2,12,2002,0.4739495931225843,0.5578,NA
1,NA,NA,1,1,2,12,2002,0.9689185650978936,1.1156,NA
2,NA,1,1,4,1,11,2002,0.488724171282042,0.5578,NA
1,NA,NA,1,10,2,11,2002,1.4638994851317342,1.6734,NA
NA,1,3,1,11,2,NA,2002,1.457978647556514,1.1156,NA
1,NA,2,1,9,1,9,2002,0.5602631045660866,0.5578,NA
NA,1,NA,1,2,1,11,2002,0.5535234884108077,0.5578,NA
NA,1,1,1,4,2,12,2002,0.596787364965106,0.5578,NA
1,NA,2,3,11,1,12,2002,3.28562152743774,1.6734,NA
NA,1,NA,1,4,2,11,2002,1.0943572926601532,1.1156,NA
NA,1,2,1,2,2,12,2002,2.1817434229392227,1.6734,NA
NA,2,NA,1,4,1,11,2002,2.7510556067953122,2.2311,NA
1,NA,2,1,3,1,12,2002,1.0201099765184498,1.1156,NA
NA,2,3,1,5,2,10,2002,0.48255257715232197,0.5578,NA
1,NA,NA,1,4,2,NA,2002,0.8641812975263643,1.1156,NA
3,NA,2,1,4,2,11,2002,0.5949277331664421,0.5578,NA
2,NA,NA,1,2,1,12,2002,1.0584174177179673,1.1156,NA
1,NA,2,1,1,1,NA,2002,1.4867719723649693,1.1156,NA
NA,1,3,1,1,2,12,2002,1.0594421992077092,1.6734,NA
NA,3,NA,1,4,1,12,2002,0.516955066870931,0.5578,NA
1,NA,NA,1,8,1,12,2002,0.989776035067079,1.1156,NA
NA,NA,1,1,4,1,12,2002,1.239299338290993,1.1156,NA
1,NA,2,1,4,1,12,2002,2.132437602689536,1.6734,NA
1,NA,1,1,2,2,12,2002,1.2210743947371883,1.1156,NA
1,NA,NA,1,4,2,12,2002,0.46009818555952364,0.5578,NA
2,NA,2,1,1,1,12,2002,1.6798116063055057,1.1156,NA
1,NA,2,1,1,1,5,2002,1.348372268400867,1.6734,NA
NA,1,NA,1,1,2,12,2002,1.298392475727656,1.6734,NA
1,NA,2,1,1,2,12,2002,0.7600318257038184,1.1156,NA
NA,1,4,1,5,1,11,2002,1.2534047561029273,1.1156,NA
2,NA,2,1,4,2,8,2002,0.4405849721220318,1.1156,NA
NA,1,3,1,4,2,12,2002,0.8904879573465357,1.1156,NA
NA,3,2,1,2,1,12,2002,0.42964113029156803,0.5578,NA
2,NA,NA,1,1,1,12,2002,0.9218179672559952,1.1156,NA
NA,1,1,1,1,2,NA,2002,1.1979470729571304,1.1156,NA
2,NA,2,1,1,1,12,2002,1.6227777168835886,1.1156,NA
1,NA,2,1,1,2,NA,2002,0.7971240220501036,1.1156,NA
NA,1,3,1,1,2,12,2002,0.828267351619648,1.1156,NA
NA,2,1,1,1,1,NA,2002,0.8264698767907886,1.1156,NA
1,NA,2,1,1,1,12,2002,1.2685102776190427,1.1156,NA
NA,2,NA,1,1,1,12,2002,2.1974528310365335,1.1156,NA
NA,1,2,1,1,1,12,2002,1.044186152916348,1.1156,NA
NA,1,NA,1,1,1,NA,2002,0.44942955247617966,0.5578,NA
1,NA,1,1,1,2,12,2002,0.7379767938463634,1.1156,NA
NA,1,3,1,1,1,9,2002,0.8188461131574588,1.1156,NA
1,NA,NA,1,1,2,12,2002,1.1871194950273987,1.6734,NA
1,NA,2,1,4,1,12,2002,1.4629781668658612,1.6734,NA
NA,1,2,1,1,2,12,2002,0.8472895419323201,1.1156,NA
2,NA,NA,1,1,2,10,2002,1.0564139164023651,1.1156,NA
1,NA,NA,1,1,2,NA,2002,1.5577867943121249,2.2311,NA
NA,2,2,1,1,1,12,2002,0.49121919778373485,0.5578,NA
1,NA,2,1,1,1,12,2002,1.4117552450285462,1.6734,NA
NA,1,NA,1,1,2,4,2002,0.8383718936520359,1.1156,NA
1,NA,2,1,1,2,NA,2002,1.1657205408282818,1.6734,NA
2,NA,NA,1,2,1,12,2002,0.92634021187605875,1.1156,NA
NA,1,NA,1,1,2,4,2002,0.9433508917220599,1.1156,NA
1,NA,3,1,1,1,9,2002,1.9743679195877346,1.1156,NA
NA,2,2,1,4,2,12,2002,0.5901587307344964,1.1156,NA
NA,3,NA,1,4,2,10,2002,0.9885643013897112,1.1156,NA
NA,1,4,1,4,1,9,2002,1.1510855509820863,1.1156,NA
2,NA,NA,1,1,2,NA,2002,1.1206202686109186,1.1156,NA
1,NA,2,1,1,2,NA,2002,0.6371522449635458,0.5578,NA
NA,1,NA,1,1,1,12,2002,1.0590300469486909,1.1156,NA
NA,1,2,2,1,2,11,2002,0.7461836660636146,0.5578,NA
3,NA,3,1,1,2,12,2002,0.4437771245991325,0.5578,NA
NA,1,NA,1,1,2,12,2002,1.0586374196279547,1.1156,NA
1,NA,2,1,2,1,12,2002,1.7485699152681853,1.1156,NA
NA,1,1,1,4,2,12,2002,0.4739495931225843,0.5578,NA
2,NA,NA,1,1,1,12,2002,0.9721302326698562,1.1156,NA
NA,1,3,1,1,2,11,2002,0.480796351241723,0.5578,NA
NA,3,2,1,1,1,12,2002,0.5125756105340504,0.5578,NA
NA,1,NA,1,11,1,12,2002,1.2245935987803425,1.1156,NA
NA,1,1,3,1,1,12,2002,1.9846828822593963,1.6734,NA
3,NA,NA,1,2,1,12,2002,0.48284512393195883,0.5578,NA
NA,2,NA,3,4,1,12,2002,1.5523354844152133,1.1156,NA
3,NA,2,1,1,2,9,2002,0.480796351241723,0.5578,NA
NA,1,2,3,2,1,12,2002,3.3375062720239828,1.6734,NA
NA,1,NA,2,1,2,NA,2002,1.0402287722641315,1.6734,NA
NA,2,3,1,1,2,NA,2002,0.8252525483708896,1.1156,NA
1,NA,NA,1,11,2,12,2002,1.7461405051989767,1.1156,NA
NA,3,NA,1,1,2,5,2002,1.7874694338767538,1.1156,NA
NA,3,NA,1,1,2,11,2002,0.4518955201301139,0.5578,NA
NA,1,3,1,1,1,12,2002,1.412315354802127,1.1156,NA
NA,1,2,3,2,1,12,2002,1.8895454162771348,1.1156,NA
NA,1,NA,1,2,2,10,2002,0.4992117376737633,0.5578,NA
1,NA,NA,3,4,1,12,2002,2.3082112710216447,1.1156,NA
1,NA,3,3,2,2,12,2002,3.5895172426949875,1.1156,NA
NA,1,NA,1,2,2,12,2002,1.3044826904825595,1.6734,NA
NA,1,2,3,2,2,12,2002,3.173408936900309,2.2311,NA
2,NA,NA,3,2,1,10,2002,0.8771318407459013,0.5578,NA
1,NA,1,3,2,2,10,2002,0.7450608685856392,0.5578,NA
NA,1,3,1,2,2,9,2002,0.5378855353750999,0.5578,NA
NA,2,NA,1,2,2,10,2002,0.5314151074380097,0.5578,NA
1,NA,NA,1,1,2,12,2002,1.0163440484835278,1.1156,NA
NA,2,2,3,11,1,9,2002,0.8078967856577906,0.5578,NA
NA,2,3,1,2,2,NA,2002,0.667301868318589,0.5578,NA
2,NA,NA,1,1,1,NA,2002,0.7216857394272437,0.5578,NA
NA,2,2,1,1,1,12,2002,0.5074432078337822,0.5578,NA
2,NA,NA,3,2,2,2,2002,0.8110340611080763,0.5578,NA
NA,1,1,1,1,2,11,2002,0.5046067217987853,0.5578,NA
2,NA,2,3,2,1,11,2002,1.8827853670495767,2.2311,NA
NA,1,NA,1,1,2,2,2002,0.5046067217987853,0.5578,NA
1,NA,2,3,2,2,1,2002,1.0725274176257202,0.5578,NA
NA,1,3,1,1,2,4,2002,0.5094560423452844,0.5578,NA
1,NA,NA,1,1,1,12,2002,0.5322082011709077,0.5578,NA
NA,3,1,1,2,2,1,2002,0.5784705262239838,0.5578,NA
1,NA,2,1,1,2,12,2002,3.085735463720175,2.2311,NA
1,NA,2,1,4,2,12,2002,0.856391051935382,1.1156,NA
NA,2,NA,1,2,1,12,2002,0.9132180471769457,1.1156,NA
1,NA,NA,1,2,2,12,2002,0.9879004936418996,1.1156,NA
NA,1,1,1,1,1,12,2002,1.459734800059162,1.1156,NA
NA,NA,NA,1,1,1,12,2002,1.2895629987604085,1.6734,NA
2,NA,3,1,4,1,1,2002,1.4851061146411115,1.1156,NA
NA,1,2,1,4,1,12,2002,1.551516899871692,1.1156,NA
1,NA,NA,3,4,1,12,2002,2.4627572957725543,1.1156,NA
1,NA,2,1,4,1,12,2002,0.48284512393195883,0.5578,NA
NA,1,NA,1,4,2,12,2002,0.4518955201301139,0.5578,NA
2,NA,2,1,1,2,12,2002,1.2620799805194656,1.1156,NA
1,NA,2,3,2,1,9,2002,0.7780943383547305,0.5578,NA
NA,1,1,1,2,2,12,2002,0.4682482747445489,0.5578,NA
NA,2,NA,1,1,1,12,2002,1.1542457648915847,1.1156,NA
1,NA,NA,1,13,2,12,2002,1.3785696016523206,1.1156,NA
NA,2,2,3,2,2,12,2002,2.7991034512633988,1.6734,NA
