natheal,nathealy,health,race,relig,sex,income,year,wtssps,wtssall,wtssnr
2,NA,3,1,1,2,12,1980,0.764879810575346,1.0225,NA
1,NA,1,1,2,1,12,1980,1.7970136786662652,2.045,NA
2,NA,3,1,1,2,12,1980,0.2934684012884696,1.5337,NA
2,NA,1,1,1,1,12,1980,0.7565683166714113,1.0225,NA
1,NA,3,1,1,2,12,1980,0.2934684012884696,1.5337,NA
1,NA,3,1,1,2,3,1980,0.4857533150440722,0.5112,NA
1,NA,2,1,1,2,10,1980,0.8446949641045353,1.0225,NA
1,NA,1,1,2,2,10,1980,0.7345254261984084,1.0225,NA
1,NA,3,1,1,2,5,1980,0.7849759525215642,1.0225,NA
1,NA,2,1,1,2,NA,1980,0.37306786295101313,1.5337,NA
2,NA,2,1,1,2,NA,1980,0.37819171809568886,0.5112,NA
1,NA,2,1,1,2,6,1980,0.4067933197067343,0.5112,NA
1,NA,2,1,1,1,9,1980,1.063104985054181,1.0225,NA
2,NA,1,1,1,2,9,1980,0.7073884170125896,1.0225,NA
1,NA,3,1,4,1,9,1980,0.9941447267756388,1.0225,NA
2,NA,3,1,1,2,NA,1980,1.8614466785382366,1.5337,NA
1,NA,2,1,1,2,10,1980,0.756457417356889,1.0225,NA
1,NA,3,1,1,2,NA,1980,0.9029104763973888,1.0225,NA
1,NA,1,1,1,2,9,1980,0.7073884170125896,1.0225,NA
1,NA,2,1,5,1,11,1980,0.4572719133018766,0.5112,NA
2,NA,1,1,1,1,10,1980,2.287009394306977,2.045,NA
1,NA,1,1,2,2,NA,1980,0.5025941829381103,0.5112,NA
1,NA,3,1,1,2,NA,1980,0.4087572919197339,0.5112,NA
NA,NA,1,1,NA,1,9,1980,2.4505748831007153,2.045,NA
1,NA,4,1,1,2,6,1980,0.5792676633144974,0.5112,NA
1,NA,3,1,4,1,12,1980,1.0261149651609016,1.0225,NA
1,NA,2,1,1,2,4,1980,1.1095908811261552,1.0225,NA
NA,NA,2,1,1,2,4,1980,1.1095908811261552,1.0225,NA
2,NA,2,1,1,1,8,1980,1.138660957406484,1.0225,NA
1,NA,2,1,1,2,NA,1980,0.5756549907852528,0.5112,NA
2,NA,1,1,1,1,12,1980,1.1458069202258705,1.0225,NA
1,NA,1,1,1,1,5,1980,0.6548024532830136,0.5112,NA
2,NA,3,1,1,1,9,1980,1.138660957406484,1.0225,NA
2,NA,2,1,1,2,NA,1980,1.0010284165200747,1.0225,NA
3,NA,4,1,2,2,8,1980,0.538657555166523,0.5112,NA
1,NA,4,1,1,1,4,1980,0.6548024532830136,0.5112,NA
1,NA,4,1,1,1,11,1980,0.6380388785446566,0.5112,NA
1,NA,3,1,2,1,4,1980,0.6548024532830136,0.5112,NA
2,NA,2,1,1,1,NA,1980,1.0264394842462983,1.0225,NA
2,NA,3,1,1,1,NA,1980,1.0264394842462983,1.0225,NA
3,NA,1,1,4,2,NA,1980,0.7105351178545979,1.0225,NA
1,NA,2,1,1,2,9,1980,0.4852601776614678,0.5112,NA
2,NA,3,1,1,1,9,1980,0.9538713335483684,1.0225,NA
1,NA,3,1,1,2,9,1980,0.482233794135512,0.5112,NA
2,NA,2,1,1,2,9,1980,0.42197000569520954,0.5112,NA
1,NA,2,1,1,2,7,1980,0.7556894608256748,1.0225,NA
1,NA,3,1,1,2,3,1980,0.5189209377928029,0.5112,NA
2,NA,1,1,1,1,11,1980,0.8925658748683917,1.0225,NA
2,NA,3,1,1,2,10,1980,0.9336562542188023,1.0225,NA
2,NA,2,1,1,1,10,1980,1.0620257195226308,1.0225,NA
1,NA,3,1,1,2,9,1980,0.9023714081749764,1.0225,NA
2,NA,4,1,1,2,10,1980,0.7556894608256748,1.0225,NA
2,NA,4,1,2,2,5,1980,0.482233794135512,0.5112,NA
1,NA,2,1,2,2,10,1980,0.7841790439372175,1.0225,NA
2,NA,2,1,1,2,4,1980,0.313506657170935,1.5337,NA
1,NA,2,1,1,2,6,1980,0.4852601776614678,0.5112,NA
2,NA,2,1,1,2,5,1980,0.8385747349770147,1.0225,NA
1,NA,2,1,1,2,8,1980,2.479590820547839,1.5337,NA
2,NA,1,1,1,1,4,1980,0.5485366695512686,0.5112,NA
2,NA,2,1,1,2,4,1980,1.0739284567637015,1.0225,NA
2,NA,2,1,1,2,3,1980,0.5369117135428889,0.5112,NA
3,NA,3,1,1,1,3,1980,0.5485366695512686,0.5112,NA
1,NA,1,1,1,2,10,1980,0.7556894608256748,1.0225,NA
2,NA,2,1,1,2,4,1980,0.6845468563740046,0.5112,NA
2,NA,2,1,1,2,3,1980,0.5749517522492744,0.5112,NA
1,NA,1,1,1,2,10,1980,1.1903846342669802,1.0225,NA
2,NA,2,1,1,2,3,1980,0.5749517522492744,0.5112,NA
1,NA,3,1,1,2,10,1980,1.716682608800009,1.5337,NA
2,NA,3,1,1,2,4,1980,0.6148340955992267,0.5112,NA
1,NA,2,1,1,1,11,1980,1.3540519779132802,1.0225,NA
1,NA,1,1,1,1,10,1980,0.6119696818287211,0.5112,NA
2,NA,1,1,2,1,12,1980,1.0641774176640975,1.0225,NA
3,NA,3,1,1,1,8,1980,1.1372699327867364,1.0225,NA
2,NA,2,1,1,2,10,1980,0.6186926467848672,0.5112,NA
1,NA,3,1,1,1,9,1980,1.2606079167921511,1.0225,NA
2,NA,2,1,1,1,12,1980,0.7037574057861717,0.5112,NA
1,NA,1,1,1,2,5,1980,1.1903846342669802,1.0225,NA
3,NA,2,1,1,1,12,1980,1.0641774176640975,1.0225,NA
2,NA,1,1,1,2,NA,1980,1.075868237811752,1.0225,NA
NA,NA,3,1,1,1,5,1980,1.2161582738754213,1.0225,NA
2,NA,2,1,1,1,8,1980,0.7786659859048968,0.5112,NA
1,NA,3,1,1,1,9,1980,1.1372699327867364,1.0225,NA
1,NA,2,1,1,1,5,1980,0.8929031932445097,1.0225,NA
1,NA,1,1,1,2,2,1980,2.0105733648443587,2.045,NA
1,NA,2,1,1,2,6,1980,0.7849759525215642,1.0225,NA
1,NA,3,1,1,1,12,1980,1.79740792163519,2.045,NA
1,NA,2,1,1,2,6,1980,0.8739801915248615,1.0225,NA
2,NA,2,1,1,2,3,1980,0.45141108609715924,0.5112,NA
2,NA,2,1,1,2,8,1980,0.8446949641045353,1.0225,NA
1,NA,3,1,1,2,8,1980,0.7899022731566455,1.0225,NA
1,NA,3,1,1,2,5,1980,0.9085769257927089,1.0225,NA
1,NA,2,1,1,2,12,1980,0.8739801915248615,1.0225,NA
NA,NA,2,1,1,2,9,1980,0.4087572919197339,0.5112,NA
NA,NA,2,1,1,2,5,1980,0.42212947654335686,0.5112,NA
1,NA,1,1,1,1,12,1980,0.8046480588172766,1.0225,NA
2,NA,2,1,1,1,9,1980,0.8929031932445097,1.0225,NA
1,NA,1,1,1,2,9,1980,0.7849759525215642,1.0225,NA
1,NA,2,1,1,2,9,1980,0.7073884170125896,1.0225,NA
2,NA,2,1,1,2,10,1980,3.8086360858610617,1.5337,NA
1,NA,2,1,4,2,2,1980,1.0052866824221793,1.0225,NA
1,NA,2,1,1,2,1,1980,0.5025941829381103,0.5112,NA
3,NA,1,1,1,1,10,1980,0.779158480388278,1.0225,NA
1,NA,2,2,1,1,3,1980,0.5515101304741736,0.5112,NA
2,NA,2,1,4,1,10,1980,1.1443348169391228,1.0225,NA
1,NA,2,1,1,1,9,1980,0.677714272230804,0.5112,NA
3,NA,1,1,1,1,10,1980,1.3159705881398054,1.0225,NA
1,NA,3,1,1,2,9,1980,1.3688407535255518,1.0225,NA
2,NA,3,1,1,2,2,1980,0.6611454542794611,0.5112,NA
2,NA,2,1,5,1,3,1980,1.260251737779783,1.0225,NA
2,NA,3,1,1,2,7,1980,0.6652946444345786,0.5112,NA
2,NA,2,1,2,1,12,1980,0.7327939667958695,0.5112,NA
1,NA,1,1,2,2,3,1980,1.1435261977666409,1.0225,NA
2,NA,1,1,2,1,7,1980,1.260251737779783,1.0225,NA
1,NA,1,1,2,2,4,1980,0.44808918469916037,1.5337,NA
1,NA,3,1,2,1,11,1980,0.9486829211298714,1.5337,NA
1,NA,3,1,2,2,3,1980,0.6371257377183772,0.5112,NA
1,NA,4,1,1,2,2,1980,0.45141108609715924,0.5112,NA
1,NA,2,2,1,2,2,1980,0.8148692281686988,1.0225,NA
3,NA,2,2,1,1,2,1980,0.9271098815515871,1.0225,NA
1,NA,2,1,2,1,9,1980,0.8085328483460258,1.0225,NA
1,NA,2,2,1,2,4,1980,0.70813787592357,1.0225,NA
1,NA,3,1,1,1,11,1980,0.8985068393331326,1.0225,NA
1,NA,2,2,1,2,1,1980,0.8148692281686988,1.0225,NA
1,NA,3,2,1,1,9,1980,0.9269065295201288,1.0225,NA
2,NA,4,1,1,1,3,1980,0.9608330399723608,1.0225,NA
2,NA,1,1,1,2,10,1980,0.6849798219285339,1.0225,NA
2,NA,3,1,1,2,12,1980,0.6849798219285339,1.0225,NA
1,NA,3,1,1,2,10,1980,2.4821106624459928,1.5337,NA
2,NA,3,1,1,2,9,1980,0.6849798219285339,1.0225,NA
2,NA,2,1,1,1,5,1980,0.8929031932445097,1.0225,NA
1,NA,2,2,1,1,12,1980,2.317220998297653,2.5562,NA
1,NA,2,2,1,1,3,1980,4.835647689633601,1.5337,NA
1,NA,4,2,1,2,6,1980,2.037133223515726,2.5562,NA
2,NA,2,1,1,1,10,1980,1.0015727747199366,1.0225,NA
2,NA,1,1,1,2,12,1980,0.7126738799188342,1.0225,NA
1,NA,2,1,1,1,12,1980,0.8765448023125088,1.0225,NA
3,NA,2,1,1,2,12,1980,0.7126738799188342,1.0225,NA
1,NA,1,1,2,2,7,1980,0.7126738799188342,1.0225,NA
2,NA,3,1,1,2,2,1980,0.4547839382582251,0.5112,NA
1,NA,1,1,1,2,NA,1980,0.4547839382582251,0.5112,NA
1,NA,2,1,1,1,7,1980,0.5354717710375763,0.5112,NA
1,NA,4,1,1,2,9,1980,0.8510063537067564,1.0225,NA
3,NA,2,1,4,1,10,1980,1.0015727747199366,1.0225,NA
2,NA,2,1,1,1,12,1980,0.9698450305045345,1.0225,NA
1,NA,2,1,1,2,10,1980,0.8805103944119899,1.0225,NA
1,NA,2,1,1,2,12,1980,0.7705948375241951,1.0225,NA
1,NA,4,2,1,2,3,1980,0.7629169483246395,1.0225,NA
1,NA,1,2,1,1,1,1980,0.8808686560117046,1.5337,NA
1,NA,4,2,1,2,2,1980,0.41026700373154146,0.5112,NA
1,NA,3,2,1,2,3,1980,0.5223539817632379,0.5112,NA
1,NA,3,1,4,1,11,1980,1.0015727747199366,1.0225,NA
1,NA,1,1,4,2,9,1980,0.636797944212498,0.5112,NA
1,NA,1,1,1,1,12,1980,1.4485279494640066,1.0225,NA
1,NA,2,1,2,2,6,1980,0.6805361053450533,0.5112,NA
1,NA,1,1,2,1,NA,1980,1.9053310860287942,1.5337,NA
1,NA,2,1,2,1,12,1980,1.198774812580867,1.0225,NA
3,NA,1,1,3,1,10,1980,1.8435012864226785,1.0225,NA
1,NA,1,1,2,1,10,1980,1.6027105855037964,1.0225,NA
1,NA,1,1,2,2,7,1980,1.3153892558848581,1.0225,NA
1,NA,2,1,3,2,NA,1980,1.6176102969730495,1.0225,NA
1,NA,1,1,2,2,10,1980,1.455081260803161,1.0225,NA
1,NA,1,1,2,2,12,1980,1.0883529325170909,1.0225,NA
1,NA,4,1,4,2,12,1980,1.455081260803161,1.0225,NA
NA,NA,2,1,4,1,10,1980,0.7703844252435089,0.5112,NA
2,NA,1,1,2,1,12,1980,0.5143769041598661,1.5337,NA
2,NA,1,1,2,2,12,1980,3.3473843629690077,2.045,NA
2,NA,2,1,2,2,12,1980,1.2734410801611376,1.0225,NA
1,NA,1,1,1,2,12,1980,1.082985065983406,1,NA
2,NA,2,1,4,1,12,1980,1.2596033534641569,1.0225,NA
1,NA,3,1,2,1,12,1980,1.4485279494640066,1.0225,NA
2,NA,1,1,3,1,12,1980,1.2596033534641569,1.0225,NA
2,NA,1,1,1,2,12,1980,0.7174107281646482,1.5337,NA
1,NA,2,1,2,1,12,1980,0.8726675899824872,1.0225,NA
2,NA,1,1,4,2,9,1980,0.5316226148643305,0.5112,NA
1,NA,3,1,2,1,7,1980,0.598057249166321,0.5112,NA
2,NA,1,1,4,1,12,1980,0.5018393535883027,0.5112,NA
3,NA,1,1,4,2,11,1980,0.952270869952795,1.0225,NA
1,NA,3,1,2,1,2,1980,0.5592631667871826,0.5112,NA
1,NA,2,1,4,1,2,1980,0.6678180886666677,0.5112,NA
1,NA,2,1,1,2,12,1980,0.8278890906020901,1.0225,NA
3,NA,2,1,1,1,9,1980,0.6206040790334046,0.5112,NA
3,NA,2,1,2,1,12,1980,0.972524048655079,1.0225,NA
1,NA,1,2,4,1,5,1980,0.5769401615238525,0.5112,NA
1,NA,2,2,1,2,4,1980,1.2534264788928722,1.0225,NA
1,NA,4,2,1,2,8,1980,0.5072040914026782,0.5112,NA
1,NA,1,1,2,1,12,1980,0.9417165077175936,1.0225,NA
1,NA,1,1,2,2,9,1980,1.0563211394002925,1.0225,NA
2,NA,2,1,1,2,8,1980,1.2150224731608559,1.0225,NA
1,NA,3,1,4,2,8,1980,0.45435398692084283,0.5112,NA
2,NA,2,1,2,1,9,1980,0.5363079487045235,0.5112,NA
1,NA,1,1,2,2,6,1980,0.4714831866033406,0.5112,NA
3,NA,1,1,2,1,7,1980,0.997297905672268,1.0225,NA
1,NA,3,1,4,1,9,1980,0.972524048655079,1.0225,NA
1,NA,1,1,2,2,12,1980,0.8278890906020901,1.0225,NA
1,NA,1,1,4,1,11,1980,1.2015559399398152,1.0225,NA
2,NA,2,1,3,2,7,1980,0.6495885790583967,0.5112,NA
2,NA,1,1,2,1,12,1980,2.6765919290102604,2.045,NA
3,NA,2,1,2,1,NA,1980,1.2771987469925934,1.0225,NA
2,NA,2,3,2,2,11,1980,2.1820427644083265,1.0225,NA
1,NA,1,1,3,1,12,1980,0.9030633134961983,1.0225,NA
1,NA,2,1,4,1,12,1980,0.6594563363626041,1.5337,NA
1,NA,4,1,1,2,4,1980,0.5425456728478246,0.5112,NA
1,NA,3,1,3,2,11,1980,0.9434533609095054,1.0225,NA
1,NA,4,1,3,2,NA,1980,0.50418828621958,0.5112,NA
1,NA,4,1,2,2,2,1980,0.50418828621958,0.5112,NA
1,NA,3,1,3,2,8,1980,0.5490142452929198,0.5112,NA
1,NA,2,1,2,2,12,1980,0.9131903726604226,1.5337,NA
1,NA,1,1,2,1,NA,1980,0.972524048655079,1.0225,NA
1,NA,2,1,2,2,9,1980,0.9547018082182406,1.0225,NA
1,NA,1,1,2,1,8,1980,0.9443276315837268,1.0225,NA
1,NA,2,1,2,2,NA,1980,2.4300449463217118,2.045,NA
1,NA,1,2,1,1,10,1980,0.9381847348210188,1.0225,NA
1,NA,3,2,1,2,2,1980,1.0527544515687037,1.0225,NA
NA,NA,2,1,2,2,6,1980,0.8204032360427513,1.0225,NA
1,NA,1,1,2,1,3,1980,0.961065616898058,1.0225,NA
2,NA,3,1,2,2,3,1980,0.4858708953186458,0.5112,NA
2,NA,1,1,2,1,7,1980,0.8987243297291896,1.0225,NA
1,NA,4,1,2,2,2,1980,0.50418828621958,0.5112,NA
1,NA,1,1,2,1,10,1980,2.955894105372114,2.045,NA
1,NA,2,1,1,1,9,1980,0.972524048655079,1.0225,NA
1,NA,1,1,4,2,NA,1980,2.4300449463217118,2.045,NA
1,NA,2,1,1,2,7,1980,0.5281089158546985,0.5112,NA
1,NA,1,1,1,2,2,1980,0.6074518222785615,0.5112,NA
1,NA,3,1,2,2,10,1980,0.9547018082182406,1.0225,NA
1,NA,2,1,1,1,5,1980,0.5735097098398978,0.5112,NA
NA,NA,1,1,2,2,12,1980,0.3546955400512648,1.5337,NA
2,NA,1,1,2,1,12,1980,2.764154602861842,2.045,NA
1,NA,1,1,1,2,12,1980,1.0563211394002925,1.0225,NA
1,NA,2,1,2,1,12,1980,0.38562958911690265,1.5337,NA
1,NA,1,1,2,1,12,1980,2.1719297015814134,2.045,NA
1,NA,1,1,1,1,12,1980,0.5258457881504504,0.5112,NA
1,NA,1,1,2,2,12,1980,0.9547018082182406,1.0225,NA
1,NA,3,1,1,2,9,1980,0.9487476954399857,1.0225,NA
1,NA,3,1,2,2,10,1980,1.0563211394002925,1.0225,NA
2,NA,2,1,2,2,9,1980,1.0563211394002925,1.0225,NA
1,NA,1,1,2,2,11,1980,2.598608458870154,2.045,NA
3,NA,1,1,1,2,NA,1980,2.414446298864145,1.5337,NA
1,NA,2,1,2,2,4,1980,0.5455902518478427,0.5112,NA
1,NA,2,1,1,1,11,1980,0.972524048655079,1.0225,NA
3,NA,2,1,2,1,NA,1980,1.0091883216778372,1.0225,NA
1,NA,2,1,1,1,10,1980,0.6678180886666677,0.5112,NA
1,NA,1,1,2,1,12,1980,0.9417165077175936,1.0225,NA
1,NA,2,1,3,1,12,1980,0.9144132945463582,1.0225,NA
NA,NA,2,1,3,2,12,1980,0.887205432880302,1.0225,NA
1,NA,1,1,3,1,12,1980,0.9417165077175936,1.0225,NA
2,NA,2,1,4,2,12,1980,0.8278890906020901,1.0225,NA
1,NA,2,1,2,2,11,1980,0.9547018082182406,1.0225,NA
2,NA,1,1,1,2,12,1980,0.7900934749936437,1.0225,NA
1,NA,1,1,1,1,12,1980,0.4123793322369016,1.5337,NA
1,NA,3,1,4,2,9,1980,0.8549728539654798,1.0225,NA
1,NA,2,1,1,1,11,1980,0.972524048655079,1.0225,NA
1,NA,3,1,1,2,12,1980,1.6603692039700897,2.045,NA
1,NA,2,1,1,2,10,1980,1.0563211394002925,1.0225,NA
1,NA,1,1,1,1,12,1980,2.0196645128665143,2.045,NA
1,NA,1,1,2,2,8,1980,0.5490142452929198,0.5112,NA
1,NA,2,1,1,2,NA,1980,0.8549728539654798,1.0225,NA
1,NA,2,1,1,1,12,1980,0.972524048655079,1.0225,NA
2,NA,1,1,1,1,11,1980,1.0859648507907067,1.0225,NA
2,NA,3,1,2,2,9,1980,0.5101995376562756,0.5112,NA
1,NA,4,1,2,2,11,1980,1.020926052536522,1.0225,NA
1,NA,2,1,2,2,6,1980,1.1295943526822136,1.0225,NA
2,NA,2,1,4,2,2,1980,0.6002947290828892,0.5112,NA
2,NA,2,1,2,2,11,1980,0.9761625013789256,1.0225,NA
1,NA,1,1,1,2,9,1980,9.422702946165895,1.5337,NA
2,NA,3,1,2,2,3,1980,1.0912872310532449,1.0225,NA
2,NA,1,1,2,2,10,1980,0.8068492169574759,3.5787,NA
1,NA,1,1,2,2,4,1980,1.098135887738673,1.0225,NA
2,NA,1,1,2,1,11,1980,1.209550324790051,1.0225,NA
1,NA,2,1,2,2,11,1980,1.1295943526822136,1.0225,NA
2,NA,1,1,2,2,11,1980,1.0003511792273694,1,NA
1,NA,2,1,2,2,11,1980,0.45090206149693485,1.5337,NA
2,NA,2,1,3,2,NA,1980,0.887205432880302,1.0225,NA
2,NA,3,1,2,2,10,1980,1.0912872310532449,1.0225,NA
1,NA,1,1,3,1,12,1980,1.0515637409737602,1.0225,NA
1,NA,2,3,2,1,9,1980,2.9041719676414037,1.0225,NA
1,NA,1,1,2,2,12,1980,0.3035754177446975,1.5337,NA
1,NA,1,1,2,1,12,1980,0.4943189470973884,0.5112,NA
2,NA,2,1,2,2,12,1980,0.9336562542188023,1.0225,NA
1,NA,1,1,2,2,NA,1980,1.995639303664382,1.5337,NA
1,NA,3,1,2,2,12,1980,0.6983441747308825,1.0225,NA
3,NA,1,1,2,1,9,1980,1.2215841074878206,1.0225,NA
3,NA,2,1,1,1,9,1980,1.2215841074878206,1.0225,NA
2,NA,2,2,4,2,12,1980,0.729006462505715,1.0225,NA
1,NA,1,2,2,1,12,1980,0.8966328689279163,1.0225,NA
2,NA,2,1,2,2,12,1980,0.7105351178545979,1.0225,NA
1,NA,1,1,2,1,9,1980,1.1356946390915859,1.0225,NA
2,NA,2,1,2,2,11,1980,0.9023714081749764,1.0225,NA
2,NA,1,1,2,1,9,1980,0.653096631635948,0.5112,NA
2,NA,1,1,2,2,9,1980,0.5369117135428889,0.5112,NA
1,NA,3,1,1,2,8,1980,0.482233794135512,0.5112,NA
1,NA,3,1,2,2,10,1980,0.4852601776614678,0.5112,NA
2,NA,3,1,4,1,10,1980,0.9192167519895421,1.0225,NA
1,NA,1,1,2,1,10,1980,1.0620257195226308,1.0225,NA
1,NA,1,1,2,2,11,1980,0.5369117135428889,0.5112,NA
2,NA,2,1,1,2,7,1980,0.4456396158085264,0.5112,NA
3,NA,2,1,2,2,12,1980,1.6342128249460464,2.045,NA
1,NA,1,1,1,1,12,1980,0.8595900683389794,1.0225,NA
1,NA,2,1,2,1,9,1980,0.31675088483593494,1.5337,NA
1,NA,1,1,2,2,11,1980,0.7317507890441304,1.0225,NA
2,NA,1,1,2,2,12,1980,0.7317507890441304,1.0225,NA
1,NA,2,1,2,1,12,1980,1.1356946390915859,1.0225,NA
1,NA,4,1,1,2,9,1980,0.9023714081749764,1.0225,NA
1,NA,2,1,1,2,NA,1980,0.313506657170935,1.5337,NA
2,NA,4,1,3,2,10,1980,0.45095281298901474,0.5112,NA
1,NA,2,1,1,2,10,1980,0.5369117135428889,0.5112,NA
1,NA,1,3,1,1,12,1980,2.7300414616915716,1.0225,NA
2,NA,1,1,1,2,9,1980,0.9336562542188023,1.0225,NA
1,NA,2,1,2,1,8,1980,0.9538713335483684,1.0225,NA
1,NA,1,1,2,2,11,1980,0.9336562542188023,1.0225,NA
NA,NA,4,1,2,2,5,1980,0.45095281298901474,0.5112,NA
1,NA,2,1,1,1,12,1980,0.8346679493324658,1.0225,NA
1,NA,3,1,2,1,10,1980,1.0573195685616068,1.0225,NA
3,NA,3,1,2,1,8,1980,0.9538713335483684,1.0225,NA
1,NA,2,1,1,2,6,1980,0.4345694911642823,0.5112,NA
1,NA,2,1,1,1,10,1980,0.8595900683389794,1.0225,NA
1,NA,3,1,2,2,9,1980,1.0739284567637015,1.0225,NA
1,NA,2,1,2,2,12,1980,0.9336562542188023,1.0225,NA
2,NA,1,1,2,2,10,1980,0.9336562542188023,1.0225,NA
2,NA,1,1,2,2,8,1980,0.4345694911642823,0.5112,NA
1,NA,2,2,1,2,12,1980,0.729006462505715,1.0225,NA
2,NA,2,2,4,2,NA,1980,2.072017212980897,2.045,NA
2,NA,3,1,1,2,3,1980,0.482233794135512,0.5112,NA
1,NA,2,1,1,2,10,1980,0.9336562542188023,1.0225,NA
1,NA,1,1,1,2,12,1980,0.9336562542188023,1.0225,NA
2,NA,2,1,2,1,11,1980,1.0620257195226308,1.0225,NA
1,NA,1,1,2,2,NA,1980,1.0739284567637015,1.0225,NA
2,NA,1,1,2,2,11,1980,0.9336562542188023,1.0225,NA
2,NA,2,1,4,2,12,1980,0.7556894608256748,1.0225,NA
2,NA,2,1,1,2,11,1980,1.0739284567637015,1.0225,NA
3,NA,3,1,2,1,11,1980,0.8595900683389794,1.0225,NA
1,NA,2,1,1,2,7,1980,0.5189209377928029,0.5112,NA
1,NA,3,1,2,2,10,1980,0.9336562542188023,1.0225,NA
NA,NA,1,1,2,2,11,1980,0.8438374287037511,1.0225,NA
2,NA,3,1,2,2,10,1980,0.8438374287037511,1.0225,NA
1,NA,2,1,1,1,8,1980,1.0620257195226308,1.0225,NA
NA,NA,3,1,1,2,11,1980,0.8438374287037511,1.0225,NA
2,NA,1,1,1,1,12,1980,0.8346679493324658,1.0225,NA
2,NA,3,1,1,2,9,1980,0.7841790439372175,1.0225,NA
2,NA,3,1,1,2,5,1980,1.9963697152403508,1.5337,NA
1,NA,1,1,1,2,12,1980,0.5144245027325071,1.5337,NA
1,NA,2,1,4,1,10,1980,0.9600681821456225,1.0225,NA
2,NA,2,1,1,1,9,1980,1.0620257195226308,1.0225,NA
1,NA,2,1,1,2,9,1980,0.4345694911642823,0.5112,NA
2,NA,2,1,1,2,NA,1980,0.964561921955322,1.0225,NA
3,NA,1,1,1,1,11,1980,0.8919967167882542,1.0225,NA
1,NA,2,1,1,2,9,1980,0.9336562542188023,1.0225,NA
2,NA,1,1,2,1,NA,1980,0.4943189470973884,0.5112,NA
2,NA,NA,1,1,2,9,1980,0.43666756496224834,0.5112,NA
1,NA,2,1,2,1,12,1980,2.086629058272518,2.5562,NA
1,NA,1,1,2,1,12,1980,0.3644919412217242,1.5337,NA
2,NA,1,1,1,1,12,1980,0.8346679493324658,1.0225,NA
NA,NA,1,1,2,2,11,1980,0.9336562542188023,1.0225,NA
2,NA,2,1,1,1,3,1980,0.5485366695512686,0.5112,NA
1,NA,3,1,1,1,11,1980,0.5519791540065291,0.5112,NA
2,NA,2,1,4,2,10,1980,0.9336562542188023,1.0225,NA
1,NA,2,1,2,2,12,1980,3.3698138224945327,1.5337,NA
2,NA,2,1,1,2,12,1980,2.5842301712252644,1.5337,NA
2,NA,2,1,5,1,12,1980,0.746895289810812,1.0225,NA
3,NA,2,1,2,2,6,1980,0.8440225563837083,1.0225,NA
2,NA,1,1,1,2,12,1980,0.8438374287037511,1.0225,NA
2,NA,2,1,2,2,12,1980,0.7556894608256748,1.0225,NA
2,NA,2,1,2,2,12,1980,0.42618661102292377,1.5337,NA
1,NA,4,1,1,1,11,1980,0.3408485017115463,1.5337,NA
2,NA,1,1,2,2,12,1980,0.9023714081749764,1.0225,NA
1,NA,1,1,4,2,12,1980,0.8692239920099346,1.0225,NA
2,NA,2,1,1,1,11,1980,0.8346679493324658,1.0225,NA
1,NA,2,1,2,2,12,1980,0.5365119122010039,0.5112,NA
1,NA,2,1,2,2,9,1980,0.6616091392916469,0.5112,NA
1,NA,3,1,1,2,7,1980,0.43666756496224834,0.5112,NA
2,NA,3,1,1,1,6,1980,1.0264394842462983,1.0225,NA
2,NA,3,2,1,1,9,1980,1.2624717365932498,1.0225,NA
1,NA,2,1,2,2,8,1980,1.069158456006239,1.0225,NA
2,NA,1,1,4,1,10,1980,1.2606079167921511,1.0225,NA
3,NA,3,1,1,1,6,1980,1.3086805604639309,1.0225,NA
2,NA,2,1,1,1,12,1980,1.3086805604639309,1.0225,NA
1,NA,1,1,2,1,12,1980,1.223790591248802,1.0225,NA
1,NA,2,3,2,2,12,1980,2.5323996846760486,1.0225,NA
1,NA,3,1,2,2,3,1980,0.6148340955992267,0.5112,NA
1,NA,2,1,1,2,12,1980,1.075868237811752,1.0225,NA
2,NA,2,1,1,1,11,1980,1.3540519779132802,1.0225,NA
2,NA,2,1,1,1,10,1980,1.223790591248802,1.0225,NA
2,NA,2,1,1,2,3,1980,0.5990937493900884,0.5112,NA
1,NA,2,1,2,1,12,1980,1.0641774176640975,1.0225,NA
2,NA,1,1,1,2,11,1980,0.9329610244186692,1.0225,NA
2,NA,2,1,1,1,12,1980,1.1850234483787156,1.0225,NA
1,NA,1,1,1,2,12,1980,1.15267572269585,1.0225,NA
1,NA,4,1,1,2,12,1980,0.9355478717098304,1.0225,NA
1,NA,1,1,2,1,12,1980,1.0612349017828206,1.0225,NA
1,NA,2,1,2,1,12,1980,0.5003306281478965,0.5112,NA
1,NA,2,2,1,2,7,1980,0.46948887383045046,0.5112,NA
1,NA,1,1,2,2,10,1980,0.8739801915248615,1.0225,NA
2,NA,2,1,2,2,12,1980,0.4815442764847317,1.5337,NA
1,NA,1,1,5,2,NA,1980,0.8076584459901087,1.0225,NA
1,NA,2,1,1,2,9,1980,0.42212947654335686,0.5112,NA
NA,NA,4,2,1,2,3,1980,2.3431914358917907,2.5562,NA
1,NA,1,2,4,2,3,1980,0.43304191579924334,0.5112,NA
1,NA,4,2,1,2,2,1980,0.7085897188354848,1.0225,NA
1,NA,3,2,1,2,NA,1980,0.8487299936204781,1.0225,NA
1,NA,1,2,1,2,9,1980,2.494471644230835,1.5337,NA
3,NA,4,1,1,1,6,1980,0.552540093411388,0.5112,NA
